empresa,area_departamento,antiguedad_anios,posicionamiento_salarial,evaluacion_global,movilidad_funcional_sn,tipo_contrato,rotacion_voluntaria,tramo_antiguedad
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,6.02,Por debajo del mínimo de la banda,3,No,Fijo,1,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,5.82,Por debajo del mínimo de la banda,3,No,Fijo,1,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,5.75,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,1,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,5.47,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,5.18,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,5.06,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.97,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.95,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.95,Por debajo del mínimo de la banda,3,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.58,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.58,Por encima del máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.54,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,1,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,4.54,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.38,Por encima del máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.38,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.35,Por debajo del mínimo de la banda,3,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.33,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.3,Entre el punto mínimo y el punto medio de la banda,3,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.22,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,4.05,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,4.04,Por debajo del mínimo de la banda,4,Sí,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,4.04,Por encima del máximo de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,4.04,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.97,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.95,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.85,Por debajo del mínimo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.76,Entre el medio y el punto máximo de la banda,4,Sí,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.76,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,1,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.76,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.76,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.75,Por debajo del mínimo de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.58,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.55,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.5,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.33,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.32,Por debajo del mínimo de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.32,Por encima del máximo de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.32,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.31,Entre el medio y el punto máximo de la banda,5,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.28,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.28,Por encima del máximo de la banda,3,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.23,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.21,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,3.18,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.05,Entre el punto mínimo y el punto medio de la banda,5,No,Fijo,0,4-7 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,3.05,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,4-7 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.98,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,1,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.97,Por debajo del mínimo de la banda,4,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,2.96,Por encima del máximo de la banda,4,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,2.89,Por encima del máximo de la banda,4,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,2.88,Por encima del máximo de la banda,4,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,2.84,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,2.8,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,2.8,Por debajo del mínimo de la banda,4,No,Fijo,0,0-3 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.69,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.63,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.63,Por debajo del mínimo de la banda,4,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,2.49,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.44,Por debajo del mínimo de la banda,3,Sí,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.34,Por debajo del mínimo de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.32,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.16,Por debajo del mínimo de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,2.06,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,2.05,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,2.05,Por encima del máximo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.94,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,1.94,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.87,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,1.86,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.82,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.82,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.82,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.82,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.82,Por debajo del mínimo de la banda,1,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.82,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.82,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.79,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,1,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.74,Por debajo del mínimo de la banda,4,Sí,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.68,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.61,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,1,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.57,Por debajo del mínimo de la banda,4,Sí,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.52,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.5,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.44,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.44,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.34,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.33,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.33,Entre el punto mínimo y el punto medio de la banda,4,Sí,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.33,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.33,Por debajo del mínimo de la banda,2,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.33,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.31,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.31,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.31,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.25,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.21,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.19,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.17,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.16,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.1,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.1,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,1.03,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.93,Por debajo del mínimo de la banda,2,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.91,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.85,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,0.85,Por debajo del mínimo de la banda,4,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,0.84,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.84,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.8,Por debajo del mínimo de la banda,3,No,Temporal,0,0-3 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.75,Por debajo del mínimo de la banda,4,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,0.73,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Temporal,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.69,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.68,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.66,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.65,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.54,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.52,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.52,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,0.5,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.49,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.45,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,0.45,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.43,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.43,Por debajo del mínimo de la banda,2,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.41,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.41,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.35,Entre el medio y el punto máximo de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.35,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.35,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.33,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.33,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,0.33,Entre el punto mínimo y el punto medio de la banda,2,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.33,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.31,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.31,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.29,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.27,Entre el medio y el punto máximo de la banda,3,No,Fijo,0,0-3 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.27,Entre el punto mínimo y el punto medio de la banda,4,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.24,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.22,Entre el punto mínimo y el punto medio de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.21,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.2,Por debajo del mínimo de la banda,3,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.16,Por debajo del mínimo de la banda,Sin Evaluación,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,0.16,Entre el medio y el punto máximo de la banda,Sin Evaluación,No,Fijo,0,0-3 años
MAPFRE S.A.,DIRECCION CORPORATIVA DE SEGURIDAD,0.15,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.13,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.1,Por debajo del mínimo de la banda,Sin Evaluación,No,Fijo,0,0-3 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.08,Por debajo del mínimo de la banda,Sin Evaluación,No,Fijo,0,0-3 años
MAPFRE S.A.,AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.06,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.04,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,0-3 años
"MAPFRE TECH, S.A.",AREA CORPORATIVA DE TECNOLOGIA Y DEL DATO,0.04,Entre el punto mínimo y el punto medio de la banda,Sin Evaluación,No,Fijo,0,0-3 años
